2026-07-15 06:07:40 | WARNING | analysis.claude_strength:calculate_strength_with_claude:305 | Claude level not matched | {'symbol': 'AKEUSDT', 'level_price': 0.00030514, 'claude_prices': [0.00035, 0.00032, 0.00031]}
2026-07-15 20:55:35 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 20:55:35 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.02'}
2026-07-15 20:55:35 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.141, 'stop_loss': 0.13435086}
2026-07-15 20:55:50 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 20:55:50 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.02'}
2026-07-15 20:55:50 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.141, 'stop_loss': 0.13435086}
2026-07-15 20:56:05 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 20:56:05 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:56:21 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 20:56:21 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.07'}
2026-07-15 20:56:21 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.14, 'stop_loss': 0.13435143}
2026-07-15 20:56:36 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 6, 'block_threshold': 4}
2026-07-15 20:56:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.07'}
2026-07-15 20:56:36 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.142, 'stop_loss': 0.13434914}
2026-07-15 20:56:51 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'LABUSDT', 'level': 0.2342, 'distance_pct': 1.9673503557974088}
2026-07-15 20:56:51 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'LABUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.7%,dir_eff=0.21'}
2026-07-15 20:56:51 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 6, 'block_threshold': 4}
2026-07-15 20:56:51 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:57:07 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'BSBUSDT', 'level': 0.13617, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-15 20:57:07 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:57:07 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:57:22 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:57:22 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:57:32 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:57:37 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:57:37 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:57:47 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:57:52 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'LABUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.7%,dir_eff=0.22'}
2026-07-15 20:57:53 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:57:53 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:58:03 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'LABUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.7%,dir_eff=0.22'}
2026-07-15 20:58:03 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:58:08 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'LABUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.7%,dir_eff=0.22'}
2026-07-15 20:58:08 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'LABUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.7%,dir_eff=0.22'}
2026-07-15 20:58:08 | INFO | trading.strategy2_signal_filter:check:948 | S2 signal passed all filters | {'symbol': 'LABUSDT', 'level': 0.2342, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.948, 'sl': 0.2311922, 'tp1': 0.2363078, 'tp2': 0.2432, 'rr': 0.7, 'phase': 'unknown', 'pos_struct_pct': 37.7, 'pos_local_pct': 44.4, 'struct_range': [0.202, 0.2874], 'approach_speed_pct': -1.6481, 'red_candles_streak': 2, 'phase_streak_checks': 5, 'phase_streak_seconds': 76.4, 'bleed_in_last_12': 7, 'seconds_since_bleed': 77015.4, 'phase_seq': 'bbbbbbbuuuuu', 'hours_since_pump_peak': 24.0, 'vol_decay': 1.58, 'natr_now_pct': 4.24}
2026-07-15 20:58:09 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '7448f545-4255-4398-a5ac-4e921bfec1aa', 'symbol': 'LABUSDT', 'sl_order_id': 'e04c9be6-387d-451f-bdfd-778ccfbebd4a', 'trigger': 0.231, 'qty': 854.0}
2026-07-15 20:58:09 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: LABUSDT 300 | {}
2026-07-15 20:58:09 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '7448f545-4255-4398-a5ac-4e921bfec1aa', 'symbol': 'LABUSDT', 'orders': 2}
2026-07-15 20:58:10 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:58:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.05'}
2026-07-15 20:58:10 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.141, 'stop_loss': 0.13435086}
2026-07-15 20:58:18 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:58:23 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:58:23 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.05'}
2026-07-15 20:58:23 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.141, 'stop_loss': 0.13435086}
2026-07-15 20:58:33 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:58:38 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:58:38 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:58:49 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:58:54 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:58:54 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:59:04 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:59:09 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:59:09 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:59:19 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:59:24 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:59:24 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:59:34 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:59:40 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:59:40 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 20:59:50 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 20:59:55 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 20:59:55 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:00:05 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:00:10 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:00:10 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:00:20 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:00:26 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:00:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.02'}
2026-07-15 21:00:26 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.137, 'stop_loss': 0.13435543}
2026-07-15 21:00:36 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'LABUSDT', 'level': 0.2368, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-15 21:00:36 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:00:41 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:00:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.02'}
2026-07-15 21:00:41 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.139, 'stop_loss': 0.13435257}
2026-07-15 21:00:51 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:00:56 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:00:56 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BSBUSDT', 'phase': 'flat', 'note': 'flat:range=2.3%,dir_eff=0.03'}
2026-07-15 21:00:56 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'BSBUSDT', 'min_dist_pct': 0.141, 'stop_loss': 0.13435086}
2026-07-15 21:01:06 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:01:11 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:01:11 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:01:22 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:01:27 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:01:27 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:01:37 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:01:42 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:01:42 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:01:52 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:01:57 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:01:57 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:02:08 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'BSBUSDT', 'level': 0.13617, 'event': 'bounce', 'fill_depth': 0.04406256884776712}
2026-07-15 21:02:08 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:02:13 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:02:13 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:02:23 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:02:28 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:02:28 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:02:38 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:02:43 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:02:43 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:02:53 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:02:59 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:02:59 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:03:09 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:03:13 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-15 21:03:14 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:03:14 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:03:19 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'AKEUSDT'}
2026-07-15 21:03:19 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'AKEUSDT', 'old': 0.0006336, 'new': 0.0006674}
2026-07-15 21:03:19 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0006336}
2026-07-15 21:03:19 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0006674, 'strength': 5}
2026-07-15 21:03:24 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:03:29 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:03:29 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 4, 'block_threshold': 4}
2026-07-15 21:03:39 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:03:44 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:03:44 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 21:03:55 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:04:00 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:04:00 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 21:04:10 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:04:15 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:04:15 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 21:04:25 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:04:30 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:04:30 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 21:04:41 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'DODOXUSDT', 'level': 0.026956, 'approach_count': 14, 'block_threshold': 4}
2026-07-15 21:04:46 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'EVAAUSDT', 'level': 1.0541, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 21:04:46 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BSBUSDT', 'level': 0.13454, 'approach_count': 5, 'block_threshold': 4}
